,,,,合計金額,"\52,471,358 ",,,,,,,,,,,,,,\0 ,\0 ,,,,,,
06-061,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000061,,1890 引き出し前板 146*396,引き出し前板 146X396,,,,,枚,158,6,対象(不動品),0,82,82,12956,13085.56,2026/04/20,,,,100,
06-062,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000062,,引き出し前板 (146X596),引き出し前板 146X596,,,,,枚,150,6,対象(不動品),0,12,12,1800,1818,2026/04/20,,,,100,
06-063,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000063,,1910 引き出し前板 146*796,引き出し前板 146X796,,,,,枚,159,6,対象(不動品),0,62,62,9858,9956.58,2026/04/20,,,,100,
06-064,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000064,,引き出し前板 (296X396),引き出し前板 296X396,,,,,枚,163,6,対象(不動品),0,101,101,16463,16627.63,2026/04/20,,,,100,
06-066,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000066,,1950 引き出し前板 296*796,引き出し前板 296X796,,,,,枚,207,6,対象(不動品),0,86,86,17802,17980.02,2026/04/20,,,,100,
06-067,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000067,,1960 開き扉(396*446),開き扉 396X446,,,,,枚,107,6,対象(不動品),0,97,97,10379,10482.79,2026/04/20,,,,100,
06-068,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000068,,1970 開き扉(396*596),開き扉 396X596,,,,,枚,110,6,対象(不動品),0,8,8,880,888.8,2026/04/20,,,,100,
06-069,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000069,,1980 開き扉(396*896),開き扉 396X896,,,,,枚,202,6,対象(不動品),0,37,37,7474,7548.74,2026/04/20,,,,100,
06-070,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000070,,開き扉 (596X446),開き扉 596X446,,,,,枚,123,6,対象(不動品),0,141,141,17343,17516.43,2026/04/20,,,,100,
06-071,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000071,,開き扉 (596X596),開き扉 596X596,,,,,枚,135,6,対象(不動品),0,136,136,18360,18543.6,2026/04/20,,,,100,
06-072,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000072,,1920 開き扉(596×896),開き扉 596X896,,,,,枚,209,6,対象(不動品),0,9,9,1881,1899.81,2026/04/20,,,,100,
06-074,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000074,,ｶﾞﾗｽ扉 付属 W450,ｶﾞﾗｽ扉 付属 W450,,,,,枚,35,1,対象(通常品),0,160,25,875,883.75,2026/04/20,,,,100,
06-075,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000075,,ｶﾞﾗｽ扉 付属 W300,ｶﾞﾗｽ扉 付属 W300,,,,,枚,33,1,対象(通常品),0,2,75,2475,2499.75,2026/04/20,,,,100,
06-076,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000076,,1460 ｶﾞﾗｽ扉T4045A用(400*450),ｶﾞﾗｽ扉 T4045A用 400X450,,,,,枚,148,1,対象(通常品),0,97,40,5920,5979.2,2026/04/20,,,,100,
06-077,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000077,,1470 ｶﾞﾗｽ扉T4060A用400*600,ｶﾞﾗｽ扉 T4060A用 400X600,,,,,枚,134,1,対象(通常品),0,69,46,6164,6225.64,2026/04/20,,,,100,
06-079,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000079,,ｶﾞﾗｽ扉 1205X300,ｶﾞﾗｽ扉 1205X300,,,,,枚,205,1,対象(通常品),0,57,34,6970,7039.7,2026/04/20,,,,100,
06-080,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000080,,1610 追加棚板･可動棚板 W236D770,"追加棚板 可動棚板 
1枚 236X770",,,,,枚,37,1,対象(通常品),0,184,9,333,336.33,2026/04/20,,,,100,
06-081,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000081,,1640 追加棚板･可動棚板 W376 D570,"追加棚板 可動棚板 
1枚 570X376",,,,,枚,46,1,対象(通常品),0,54,84,3864,3902.64,2026/04/20,,,,100,
06-082,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000082,,1620 追加棚板･可動棚板 W236D1170,"追加棚板 可動棚板 
1170X236",,,,,枚,51,1,対象(通常品),0,114,52,2652,2678.52,2026/04/20,,,,100,
06-083,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000083,,1650　追加棚板・可動棚板W376D1170,,,,,,枚,111,1,対象(通常品),0,2,66,7326,7399.26,2026/04/20,,,,100,
06-085,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000085,,"追加棚板 可動棚板 
1枚付属 W380","追加棚板 可動棚板 
1枚付属 W380",,,,,枚,12,1,対象(通常品),0,143,1001,12012,12132.12,2026/04/20,,,,100,
06-086,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000086,,"追加棚板 可動棚板 
1枚付属 W240","追加棚板 可動棚板 
1枚付属 W240",,,,,枚,12,1,対象(通常品),0,664,36,432,436.32,2026/04/20,,,,100,
06-087,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000087,,"追加棚板 可動棚板 
1枚 236X370","追加棚板 可動棚板 
1枚 236X370",,,,,枚,27,1,対象(通常品),0,178,169,4563,4608.63,2026/04/20,,,,100,
06-088,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000088,,2440 追加棚板･可動棚板 W376D770,"追加棚板 可動棚板 
1枚 800X380",,,,,枚,50,1,対象(通常品),0,26,94,4700,4747,2026/04/20,,,,100,
06-089,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000089,,1600 追加棚板･可動棚板 W236 D570,"追加棚板 可動棚板 
570X236",,,,,枚,29,1,対象(通常品),0,221,72,2088,2108.88,2026/04/20,,,,100,
06-091,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000091,,"ｽﾘﾑ可動棚板5枚 
368X50X568","ｽﾘﾑ可動棚板 5枚入 
368X50X568",,,,,枚,671,1,対象(通常品),0,26,25,16775,16942.75,2026/04/20,,,,100,
06-092,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000092,,固定棚板 365X20X370,固定棚板 365X20X370,,,,,枚,143,6,対象(不動品),0,49,49,7007,7077.07,2026/04/20,,,,100,
06-093,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000093,,固定棚板 365X20X770,固定棚板 365X20X770,,,,,枚,167,6,対象(不動品),0,67,67,11189,11300.89,2026/04/20,,,,100,
06-102,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000102,,2530 可動ｶｳﾝﾀｰ梱包(小),可動ｶｳﾝﾀｰ (小) 453X109X1002,,,,,枚,454,1,対象(通常品),0,18,0,0,0,2026/04/20,,,,100,
06-104,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000104,,ﾊｲﾀｲﾌﾟ 899X66X978,ﾊｲﾀｲﾌﾟ 899X66X978,,,,,枚,403,1,対象(通常品),0,248,104,41912,42331.12,2026/04/20,,,,100,
06-106,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000106,,2500 木製ﾚｼﾞ台,木製ﾚｼﾞ台 453X121X989,,,,,枚,349,1,対象(通常品),0,44,0,0,0,2026/04/20,,,,100,
06-117,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000117,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ本体 838X1493,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ本体 838X1493,,,,,枚,732,1,対象(通常品),0,16,114,83448,84282.48,2026/04/20,,,,100,
06-121,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000121,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ半切ﾊﾟｯﾄﾞ 392X80,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ半切ﾊﾟｯﾄﾞ 392X80,,,,,枚,206,1,対象(通常品),0,360,75,15450,15604.5,2026/04/20,,,,100,
06-122,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000122,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙﾊﾟｯﾄﾞ 392X1489,兼用本体,,,,,枚,414,1,対象(通常品),0,236,120,49680,50176.8,2026/04/20,,,,100,
06-123,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000123,,兼用残り材ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙﾊﾟｯﾄﾞ 392X844,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙﾊﾟｯﾄﾞ 392X844,,,,,枚,348,1,対象(通常品),0,20,20,6960,7029.6,2026/04/20,,,,100,
06-126,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000126,,PAO部品箱使用(電源ﾕﾆｯﾄ用 225X195X67),電源ﾕﾆｯﾄ用 225X195X67,,,,,枚,57,1,対象(通常品),0,17,81,4617,4663.17,2026/04/20,,,,100,
06-127,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000127,,2660 FJLN部品箱 351*156*70,FJLN 部品箱 351X156X70,,,,,枚,55,1,対象(通常品),0,146,20,1100,1111,2026/04/20,,,,100,
06-128,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000128,,2670 FJLN①1802*556*53,FJLN ① 1802X556X53,,,,,枚,358,1,対象(通常品),0,86,30,10740,10847.4,2026/04/20,,,,100,
06-129,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000129,,2680 FJLN①用ﾊﾟｯﾄ 548*1782,,,,,,枚,67,1,対象(通常品),0,54,51,3417,3451.17,2026/04/20,,,,100,
06-130,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000130,,2690 FJLN②用1850*401*72,FJLN ② 1850X401X72,,,,,枚,279,1,対象(通常品),0,95,71,19809,20007.09,2026/04/20,,,,100,
06-131,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000131,,2700 FJLN②用ﾊﾟｯﾄ393*1830,FJLN ②用ﾊﾟｯﾄ 393X1830,,,,,枚,50,1,対象(通常品),0,43,99,4950,4999.5,2026/04/20,,,,100,
06-166,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000166,,ｷｬﾋﾞﾈｯﾄ棚板3枚入り W400用,ｷｬﾋﾞﾈｯﾄ棚板3枚入り W400用,,,,,枚,50,6,対象(不動品),0,192,192,9600,9696,2026/04/20,,,,100,
06-167,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000167,,ｷｬﾋﾞﾈｯﾄ棚板3枚入り W800用,ｷｬﾋﾞﾈｯﾄ棚板3枚入り W800用,,,,,枚,50,6,対象(不動品),0,44,44,2200,2222,2026/04/20,,,,100,
06-180,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000180,,DRB(IU PAO)用ﾀﾞﾝﾎﾞｰﾙ　2Pテープ貼り,ﾔｯｺﾑｼﾞ　2Pテープ貼り,,,,,枚,1600,1,対象(通常品),0,52,51,81600,82416,2026/04/20,,,,100,
06-181,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000181,,3170 DBﾌﾗｯﾌﾟｶﾞﾗｽ扉F6030A用,,,,,,枚,171,1,対象(通常品),0,82,30,5130,5181.3,2026/04/20,,,,100,
06-183,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000183,,追加棚板･可動棚板(1枚入り) W376D370,,,,,,枚,48,1,対象(通常品),0,28,94,4512,4557.12,2026/04/20,,,,100,
06-184,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000184,,DRB(IU PAO)用ﾀﾞﾝﾎﾞｰﾙ　1Pテープ貼り,,,,,,枚,1600,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
06-185,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000185,,ｿﾌｧｰﾜｺﾞﾝ用ﾀﾞﾝﾎﾞｰﾙ,,,,,,枚,226,1,対象(通常品),0,0,25,5650,5706.5,2026/04/20,,,,100,
06-186,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000186,,ｶﾞﾗｽ扉　T3045A,,,300,450,,枚,276,1,対象(通常品),0,0,37,10212,10314.12,2026/04/20,,,,100,
06-187,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000187,,1650　追加棚板・可動棚板 W376 D1170,,,,,,枚,93,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
06-188,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000188,,ﾀﾞﾝﾎﾞｰﾙ　ｷｬﾋﾞﾈｯﾄ部品箱A・B,,,,,,個,50,1,対象(通常品),0,0,630,31500,31815,2026/04/20,,,,100,
06-189,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000189,,ﾀﾞﾝﾎﾞｰﾙ　ｷｬﾋﾞﾈｯﾄ部品箱C,,,,,,個,56,1,対象(通常品),0,0,460,25760,26017.6,2026/04/20,,,,100,
06-190,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000190,,外寸　715X270X424(H)無地・クリア,,,,,,個,225,1,対象(通常品),0,0,26,5850,5908.5,2026/04/20,,,,100,
06-191,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000191,,ﾌﾗｯﾌﾟｶﾞﾗｽ扉F6045A用,,,,,,枚,200,1,対象(通常品),0,0,39,7800,7878,2026/04/20,,,,100,
07-001,07,接着剤,間接資材,N07000000000001,,ﾎｯﾄﾒﾙﾄ Jowat 280.00 15kg,ｴｯﾁﾞﾊﾞﾝﾀﾞｰ,,,,,kg,7500,1,対象(通常品),0,1,0,0,0,2026/04/20,,,,100,
07-002,07,接着剤,間接資材,N07000000000002,,速乾ｽﾌﾟﾚｰ NVN2 14㎏,ﾌﾗｯｼｭ,,,,,kg,5880,1,対象(通常品),0,4,0,0,0,2026/04/20,,,,100,
07-003,07,接着剤,間接資材,N07000000000003,,RT-91 2.5㎏,ﾌﾗｯｼｭ,,,,,kg,1180,1,対象(通常品),0,5,5,5900,5959,2026/04/20,,,,100,
07-004,07,接着剤,間接資材,N07000000000004,,ｱｲｶ ｱｲﾎﾞﾝ AX623-L 20KG,ﾌﾗｯｼｭ,,,,,kg,4400,1,対象(通常品),0,5,5,22000,22220,2026/04/20,,,,100,
07-005,07,接着剤,間接資材,N07000000000005,,FESTOOL  EVA nature 48x-KA 65,ｴｯﾁﾞﾊﾞﾝﾀﾞｰ,,,,,kg,17360,1,対象(通常品),0,3,3,52080,52600.8,2026/04/20,,,,100,
07-006,07,接着剤,間接資材,N07000000000006,,ｱｲﾒﾙﾄ W-9 15kg,ｴｯﾁﾞﾊﾞﾝﾀﾞｰ,,,,,kg,760,1,対象(通常品),0,3,3,2280,2302.8,2026/04/20,,,,100,
07-007,07,接着剤,間接資材,N07000000000007,,ｱｲｶ Aibon W2702 ISOﾍﾟｰﾙ缶 18kg,,,,,,kg,1050,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
07-008,07,接着剤,間接資材,N07000000000008,,PUR HM706.1.00 20kgﾊﾟｳﾁ,,,,,,kg,2200,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
07-009,07,接着剤,直接資材,N07000000000009,,ｸﾗｲﾍﾞﾘｯﾄPUR HM 706.0.08 20kgﾊﾟｳﾁ,,,,,,kg,980,1,対象(通常品),0,13,126,123480,124714.8,2026/04/20,,,,100,
07-010,07,接着剤,間接資材,N07000000000010,,ｸﾗｲﾍﾞﾘｯﾄ Cleaner 761.8 20kgﾍﾟｰﾙ,通常使用,,,,,kg,2125,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
07-011,07,接着剤,間接資材,N07000000000011,,PUR HM706.0.08 1.8kgﾊﾟｳﾁ*6,,,,,,kg,1325,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
07-012,07,接着剤,直接資材,N07000000000012,,ｸﾗｲﾍﾞﾘｯﾄ 761.1 18KG　cleaner,,,,,,kg,1220,1,対象(通常品),0,0,18,21960,22179.6,2026/04/20,,,,100,
07-013,07,接着剤,直接資材,N07000000000013,,ｸﾗｲﾍﾞﾘｯﾄ　Cleaner　761.7　20kgﾊﾟｳﾁ,長期休暇用,,,,,kg,1070,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
07-014,07,接着剤,直接資材,N07000000000014,,ｸﾗｲﾍﾞﾘｯﾄ 822.2 5kg　cleaner,,,,,,kg,3000,1,対象(通常品),0,1,0,0,0,2026/04/20,,,,100,
07-017,07,接着剤,間接資材,N07000000000017,,コニシ　ﾎﾞﾝﾄﾞｸﾞﾚ　MPX-1　＃57778,,,,,,式,891,1,対象(通常品),0,0,14,12474,12598.74,2026/04/20,,,,100,
07-018,07,接着剤,直接資材,N07000000000018,,両面ﾃｰﾌﾟ　一般用　5x15x10Ｍ,,,,,,式,101,1,対象(通常品),0,0,6,606,612.06,2026/04/20,,,,100,
08-001,08,仕入備品,間接資材,N08000000000001,,両面粘着ﾃｰﾌﾟ 10㍉巾,,,,,,個,218,1,対象(通常品),0,8,6,1308,1321.08,2026/04/20,,,,100,
08-002,08,仕入備品,間接資材,N08000000000002,,両面粘着ﾃｰﾌﾟ 30㍉巾,,,,,,個,359,1,対象(通常品),0,0,4,1436,1450.36,2026/04/20,,,,100,
08-005,08,仕入備品,間接資材,N08000000000005,,OPPﾃｰﾌﾟ(3M透明ﾃｰﾌﾟ),,,,,,個,65,1,対象(通常品),0,240,76,4940,4989.4,2026/04/20,,,,100,
08-006,08,仕入備品,間接資材,N08000000000006,,ｴｱｷｬｯﾌﾟ ﾌﾟﾁﾌﾟﾁH37 42M巻,,,,,,本,1350,1,対象(通常品),0,7,5,6750,6817.5,2026/04/20,,,,100,
08-008,08,仕入備品,間接資材,N08000000000008,,ｼﾝｺｰ VP-452 20g 同梱用木工ﾎﾞﾝﾄﾞ,,,,,,個,27.3,1,対象(通常品),0,230,1920,52416,52940.16,2026/04/20,,,,100,
08-018,08,仕入備品,間接資材,N08000000000018,,ｽﾄﾚｯﾁﾌｨﾙﾑ,,,,,,本,1000,1,対象(通常品),0,0,4,4000,4040,2026/04/20,,,,100,
08-019,08,仕入備品,間接資材,N08000000000019,,養生ﾃｰﾌﾟ,,,,,,個,210,1,対象(通常品),0,43,55,11550,11665.5,2026/04/20,,,,100,
08-030,08,仕入備品,間接資材,N08000000000030,,ﾜｲﾄﾞｻﾝﾀﾞｰ用ﾍﾟｰﾊﾟｰP80 470X1670,,,,,,個,1480,1,対象(通常品),0,6,13,19240,19432.4,2026/04/20,,,,100,
08-033,08,仕入備品,間接資材,N08000000000033,,取扱注意 OPPﾃｰﾌﾞ,,,,,,個,249.55,1,対象(通常品),0,14,14,3493.7,3528.637,2026/04/20,,,,100,
08-034,08,仕入備品,間接資材,N08000000000034,,ｽﾄﾚｯﾁﾊﾞｲﾝﾀﾞｰ,,,,,,個,195,1,対象(通常品),0,15,10,1950,1969.5,2026/04/20,,,,100,
08-036,08,仕入備品,間接資材,N08000000000036,,ﾊｲﾃﾞﾝﾎﾟﾘ,,,,,,個,5.711,1,対象(通常品),0,400,30,171.33,173.0433,2026/04/20,,,,100,
08-037,08,仕入備品,間接資材,N08000000000037,,★表面保護ﾃｰﾌﾟ[ﾁﾗｼ特価Y]-50×100×0.08,,,,,,個,679,1,対象(通常品),0,3,20,13580,13715.8,2026/04/20,,,,100,
08-042,08,仕入備品,間接資材,N08000000000042,,ｼｰﾙ ｢ｶｯﾀｰﾅｲﾌ使用厳禁｣,,,,,,個,3,1,対象(通常品),0,5570,4824,14472,14616.72,2026/04/20,,,,100,
08-043,08,仕入備品,間接資材,N08000000000043,,ﾉﾙﾏﾙﾍｷｻﾝ 16ﾘｯﾄﾙ 1缶,,,,,,個,4500,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
08-044,08,仕入備品,間接資材,N08000000000044,,液体高分子 NET.18kg,,,,,,個,6750,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
08-045,08,仕入備品,間接資材,N08000000000045,,FJLN取扱説明書,,,,,,個,394,1,対象(通常品),0,390,0,0,0,2026/04/20,,,,100,
08-046,08,仕入備品,間接資材,N08000000000046,,ﾗｲﾝﾃｰﾌﾟ 白,,,,,,個,409,1,対象(通常品),0,4,4,1636,1652.36,2026/04/20,,,,100,
08-047,08,仕入備品,間接資材,N08000000000047,,ﾗｲﾝﾃｰﾌﾟ 青,,,,,,個,409,1,対象(通常品),0,2,2,818,826.18,2026/04/20,,,,100,
08-048,08,仕入備品,間接資材,N08000000000048,,ﾗｲﾝﾃｰﾌﾟ 黄,,,,,,個,409,1,対象(通常品),0,3,3,1227,1239.27,2026/04/20,,,,100,
08-049,08,仕入備品,間接資材,N08000000000049,,ﾗｲﾝﾃｰﾌﾟ 赤,,,,,,個,409,1,対象(通常品),0,2,2,818,826.18,2026/04/20,,,,100,
08-050,08,仕入備品,間接資材,N08000000000050,,ﾗｲﾝﾃｰﾌﾟ ﾄﾗ,,,,,,個,409,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
08-051,08,仕入備品,間接資材,N08000000000051,,両面粘着ﾃｰﾌﾟ 20㍉巾,,,,,,個,250,1,対象(通常品),0,3,0,0,0,2026/04/20,,,,100,
08-052,08,仕入備品,間接資材,N08000000000052,,表面保護ﾃｰﾌﾟ 100X180X0.06,,,,,,個,1990,1,対象(通常品),0,2,7,13930,14069.3,2026/04/20,,,,100,
08-053,08,仕入備品,間接資材,N08000000000053,,ｼﾝｺｰ　VP452　同梱用木工ﾎﾞﾝﾄﾞ　50g,,,,,,個,,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
09-002,09,PAO資材,直接資材,N09000000000002,,三菱電機 V-08PQ7 給気ﾊﾟｲﾌﾟﾌｧﾝ,,,,,,個,4454,1,対象(通常品),0,6,2,8908,8997.08,2026/04/20,,,,100,
09-003,09,PAO資材,直接資材,N09000000000003,,三菱電機 V-08P8 排気ﾊﾟｲﾌﾟﾌｧﾝ,,,,,,個,3842,1,対象(通常品),0,6,1,3842,3880.42,2026/04/20,,,,100,
09-005,09,PAO資材,直接資材,N09000000000005,,AD7206W50,,,,,,個,2052,1,対象(通常品),0,7,0,0,0,2026/04/20,,,,100,
09-006,09,PAO資材,直接資材,N09000000000006,,神保電器 NKW01008PW,埋込ｽｲｯﾁ,,,,,個,1313,1,対象(通常品),0,46,28,36764,37131.64,2026/04/20,,,,100,
09-007,09,PAO資材,直接資材,N09000000000007,,ﾊﾟﾅｿﾆｯｸ WTF14764W,ﾜｲﾄﾞ埋込充電用USBｺﾝｾﾝﾄ2ﾎﾟｰﾄ,,,,,個,4575,1,対象(通常品),0,49,28,128100,129381,2026/04/20,,,,100,
09-008,09,PAO資材,直接資材,N09000000000008,,神保電器 JEC-BN-55V-PW,埋込二口ｺﾝｾﾝﾄ 接地付,,,,,個,327,1,対象(通常品),0,37,44,14388,14531.88,2026/04/20,,,,100,
09-009,09,PAO資材,直接資材,N09000000000009,,神保電器 NKP-3UF-3-PW,NKPﾌﾟﾚｰﾄ 3連用,,,,,個,1032,1,対象(通常品),0,49,40,41280,41692.8,2026/04/20,,,,100,
09-010,09,PAO資材,直接資材,N09000000000010,,神保電器 NKP-3UF-2-PW,NKPﾌﾟﾚｰﾄ 2連用,,,,,個,560,1,対象(通常品),0,136,117,65520,66175.2,2026/04/20,,,,100,
09-011,09,PAO資材,直接資材,N09000000000011,,神保電器 NKP-3UF-PW,NKPﾌﾟﾚｰﾄ 1連用,,,,,個,280,1,対象(通常品),0,275,184,51520,52035.2,2026/04/20,,,,100,
09-012,09,PAO資材,直接資材,N09000000000012,,ﾊﾟﾅｿﾆｯｸ WN3700,ﾌﾙｶﾗｰ取付枠,,,,,個,44,1,対象(通常品),0,68,58,2552,2577.52,2026/04/20,,,,100,
09-013,09,PAO資材,直接資材,N09000000000013,,ﾊﾟﾅｿﾆｯｸ WTF13033WK,ｺｽﾓﾜｲﾄﾞ埋込ﾄﾘﾌﾟﾙｺﾝｾﾝﾄ,,,,,個,300,1,対象(通常品),0,44,35,10500,10605,2026/04/20,,,,100,
09-014,09,PAO資材,直接資材,N09000000000014,,ﾊﾟﾅｿﾆｯｸ WTF7003W,ﾜｲﾄﾞ21ｺﾝｾﾝﾄﾌﾟﾚｰﾄ3ｺ用,,,,,個,105,1,対象(通常品),0,42,37,3885,3923.85,2026/04/20,,,,100,
09-015,09,PAO資材,直接資材,N09000000000015,,ﾆﾁﾌ QLX 4-YCL,差込型電線ｺﾈｸﾀｰ黄透 1箱/50入,,,,,箱,19,1,対象(通常品),0,420,451,8569,8654.69,2026/04/20,,,,100,
09-016,09,PAO資材,直接資材,N09000000000016,,矢崎電線 VFF2X2W WH,VFF2SQ 白 平行線 100M/1巻,,,,,m,90,1,対象(通常品),0,998,993,89370,90263.7,2026/04/20,,,,100,
09-017,09,PAO資材,直接資材,N09000000000017,,矢崎電線 VFF2X2W BK,VFF2SQ 黒 平行線 100M/1巻,,,,,m,90,1,対象(通常品),0,120,0,0,0,2026/04/20,,,,100,
09-018,09,PAO資材,直接資材,N09000000000018,,矢崎電線 IV1.6B BK,600V IV 1.6㎜黒 300M/1巻,,,,,m,40,1,対象(通常品),0,78,354,14160,14301.6,2026/04/20,,,,100,
09-019,09,PAO資材,直接資材,N09000000000019,,矢崎電線 IV1.6B RED,600V IV 1.6㎜赤 300M/1巻,,,,,m,40,1,対象(通常品),0,127,365,14600,14746,2026/04/20,,,,100,
09-020,09,PAO資材,直接資材,N09000000000020,,ﾊﾟﾅｿﾆｯｸ WH4415 ﾍﾞﾀｰ小型ｷｬｯﾌﾟ,ﾍﾞﾀｰ小型ｷｬｯﾌﾟ,,,,,個,150,1,対象(通常品),0,62,182,27300,27573,2026/04/20,,,,100,
09-021,09,PAO資材,直接資材,N09000000000021,,ﾆﾁﾌ CE 5 絶縁被覆付閉端接続子5.5sp,絶縁被覆付閉端接続子5.5sq1箱/100入,,,,,個,16,1,対象(通常品),0,580,446,7136,7207.36,2026/04/20,,,,100,
09-022,09,PAO資材,直接資材,N09000000000022,,ﾆﾁﾌ R 2-3 銅線用裸圧着端子(R型)2sq-3,銅線用裸圧着端子(R型)2sq-3 1箱/100入り,,,,,個,3.9,1,対象(通常品),0,600,100,390,393.9,2026/04/20,,,,100,
09-023,09,PAO資材,直接資材,N09000000000023,,ﾆﾁﾌ R 2-3.5 銅線用裸圧着端子(R型)2sq-3,銅線用裸圧着端子(R型)2sq-3 1箱/100入り,,,,,個,6.3,1,対象(通常品),0,420,0,0,0,2026/04/20,,,,100,
09-024,09,PAO資材,直接資材,N09000000000024,,絶縁棒端子 TMEX TC-2-16 青色,,,,,,個,21,1,対象(通常品),0,150,1116,23436,23670.36,2026/04/20,,,,100,
09-025,09,PAO資材,直接資材,N09000000000025,,ﾊﾟﾅｿﾆｯｸ WH4021W,ﾍﾞﾀｰ小型ｷｬｯﾌﾟ,,,,,個,245,1,対象(通常品),0,58,39,9555,9650.55,2026/04/20,,,,100,
09-026,09,PAO資材,直接資材,N09000000000026,,ﾆﾁﾌ 2Y-3 銅線用裸圧着端子(R型)2sq-3,銅線用裸圧着端子(R型)2sq-3 1箱/100入り,,,,,個,7.8,1,対象(通常品),0,660,0,0,0,2026/04/20,,,,100,
